Sitting _Force (N),Standing _Force (N),Walking_Force (N)
3.006385803,4.314544678,8.366775513
3.054931641,4.217453003,8.499633789
3.098365784,4.09992218,8.617164612
3.167350769,4.076927185,8.954421997
3.218452454,4.112701416,9.19203949
3.266998291,4.22000885,9.52419281
3.338531494,4.503616333,9.651939392
3.389633179,4.7003479,9.639167786
3.4713974,4.96862793,9.751586914
3.514831543,5.150032043,9.726036072
3.576148987,5.415748596,9.501197815
3.622138977,5.576713562,9.28401947
3.691123962,5.765785217,9.225257874
3.721786499,5.855209351,9.240585327
3.734558105,5.893531799,9.220146179
3.737113953,5.916526794,9.31212616
3.742225647,5.980407715,9.381111145
3.744781494,6.172027588,9.327453613
3.734558105,6.332992554,9.199707031
3.714118958,6.568054199,8.681037903
3.675796509,6.70602417,8.514961243
3.640022278,6.882316589,8.530296326
3.583816528,6.981964111,8.376991272
3.553153992,7.096939087,8.170036316
3.49949646,7.142929077,7.843002319
3.458618164,7.155700684,7.766349792
3.392189026,7.145484924,7.676925659
3.356422424,7.079055786,7.263015747
3.302764893,6.997291565,6.49395752
3.264442444,6.892539978,6.164367676
3.180122375,6.836326599,5.686576843
3.113693237,6.775009155,5.213905334
3.03704071,6.723907471,4.631362915
2.996162415,6.626815796,4.526611328
2.950172424,6.557830811,4.457626343
2.924621582,6.450523376,4.439743042
2.901626587,6.376426697,4.309432983
2.876075745,6.251235962,4.227676392
2.855636597,6.154144287,4.572601318
2.827537537,5.949745178,5.11681366
2.812202454,5.776000977,5.668693542
2.786651611,5.553718567,5.543502808
2.773880005,5.454071045,5.144920349
2.755996704,5.344207764,5.045272827
2.75088501,5.272666931,5.190910339
2.740661621,5.193466187,5.336547852
2.730445862,5.08870697,5.54094696
2.720222473,5.027389526,5.599708557
2.684455872,4.930297852,5.722351074
2.653793335,4.871536255,5.778556824
2.633354187,4.792327881,5.517951965
2.646125793,4.741226196,5.052940369
2.669120789,4.636474609,4.153579712
2.725334167,4.529167175,3.732002258
2.768768311,4.411636353,3.507164001
2.835197449,4.378417969,3.458618164
2.878631592,4.360534668,3.645133972
2.947616577,4.355422974,4.263442993
2.99105072,4.363090515,4.812767029
3.057487488,4.378417969,5.492401123
3.106033325,4.401412964,5.758117676
3.180122375,4.4141922,6.133705139
3.228668213,4.434631348,6.412200928
3.302764893,4.455070496,6.874656677
3.35131073,4.501060486,7.23235321
3.407516479,4.53427124,7.919647217
3.422851563,4.541938782,8.4715271
3.44329071,4.516387939,8.709144592
3.468841553,4.495948792,8.491966248
3.519943237,4.518943787,8.412765503
3.56337738,4.585372925,8.361663818
3.640022278,4.636474609,8.233917236
3.69367981,4.708015442,8.399986267
3.765220642,4.764221191,8.954421997
3.811210632,4.868980408,9.240585327
3.862312317,4.950737,9.496086121
3.885307312,5.050384521,9.815460205
3.90574646,5.224121094,10.00453186
3.903190613,5.349319458,9.968757629
3.877639771,5.543502808,10.0300827
3.849533081,5.67124939,9.846122742
3.808654785,5.814331055,9.680046082
3.732002258,5.88331604,9.922767639
3.657913208,6.026397705,10.53341675
3.54548645,6.146476746,10.81191254
3.486724854,6.350875854,10.96009827
3.407516479,6.488845825,11.00353241
3.364082336,6.67791748,10.73270416
3.30532074,6.795448303,10.51552582
3.266998291,6.953857422,10.66116333
3.215896606,7.053504944,10.23192596
3.180122375,7.194030762,9.536964417
3.126472473,7.280899048,8.650382996
3.098365784,7.403541565,8.320785522
3.044708252,7.467414856,8.111274719
3.006385803,7.469970703,8.024406433
2.96295166,7.40864563,8.08316803
2.937400818,7.288566589,8.039733887
2.901626587,7.163368225,7.618156433
2.873527527,6.907867432,7.383102417
2.822425842,6.716247559,7.398429871
2.778991699,6.435195923,7.255348206
2.717666626,6.264007568,6.611488342
2.687011719,6.023841858,6.3176651
2.658905029,5.880760193,6.126037598
2.643577576,5.707015991,6.021286011
2.623130798,5.604820251,5.870536804
2.618026733,5.502616882,5.79133606
2.607803345,5.356987,5.359542847
2.597587585,5.257339478,4.955848694
2.595031738,5.065711975,4.409080505
2.60269165,4.955848694,4.033493042
2.618026733,4.856201172,4.069267273
2.656349182,4.805107117,4.524055481
2.692115784,4.708015442,4.932853699
2.745773315,4.631362915,4.807662964
2.776435852,4.557266235,4.598152161
2.830085754,4.518943787,4.227676392
2.868415833,4.455070496,4.079483032
2.89907074,4.411636353,4.564933777
2.909294128,4.345207214,4.917526245
2.94506073,4.304321289,4.718231201
2.973167419,4.24811554,4.539382935
3.034492493,4.22000885,4.513832092
3.088142395,4.163803101,4.46018219
3.172462463,4.112701416,4.633918762
3.228668213,4.076927185,5.073379517
3.302764893,4.084594727,5.755561829
3.35131073,4.115257263,5.952301025
3.427963257,4.148468018,6.080047607
3.476501465,4.227676392,6.238456726
3.537826538,4.304321289,6.330436707
3.57359314,4.444847107,6.292114258
3.61958313,4.549606323,6.269119263
3.634918213,4.72845459,6.253791809
3.617027283,4.861312866,6.514396667
3.576148987,5.070823669,6.897651672
3.496948242,5.221572876,7.199142456
3.438179016,5.351875305,7.227241516
3.353866577,5.489845276,7.74079895
3.30532074,5.581825256,8.259468079
3.249107361,5.76322937,8.392326355
3.215896606,5.903755188,8.351448059
3.182678223,6.113265991,8.778129578
3.141799927,6.246124268,9.161376953
3.113693237,6.435195923,9.779685974
3.072814941,6.555282593,10.19359589
3.042152405,6.736686707,10.33667755
2.998718262,6.856765747,10.28557587
2.973167419,7.007514954,10.19359589
2.932289124,7.076499939,10.03774261
2.911849976,7.125045776,9.674934387
2.878631592,7.071388245,9.539520264
2.85308075,6.846549988,9.741363525
2.796875,6.672805786,9.86656189
2.745773315,6.458190918,10.03263092
2.694671631,6.322776794,10.26769257
2.669120789,6.108154297,10.3571167
2.638465881,5.967628479,10.31368256
2.628242493,5.773452759,10.39800262
2.615470886,5.661026001,10.50275421
2.612915039,5.515396118,10.71737671
2.610359192,5.436187744,11.29480743
2.605247498,5.333992004,11.82879639
2.597587585,5.259895325,12.58763123
2.589920044,5.111701965,12.9172287
2.58480835,5.024833679,12.99388123
2.582252502,4.958404541,12.68216705
2.57459259,4.932853699,12.2427063
2.569480896,4.907302856,12.12773132
2.57459259,4.853652954,11.67549896
2.579696655,4.812767029,11.09806824
2.58480835,4.743782043,10.28302765
2.577140808,4.7003479,10.05818176
2.577140808,4.633918762,9.856338501
2.592475891,4.585372925,9.585510254
2.615470886,4.521499634,9.375999451
2.669120789,4.455070496,9.273796082
2.710006714,4.317100525,8.433204651
2.768768311,4.245559692,7.863441467
2.807090759,4.189346313,8.014183044
2.868415833,4.17401886,8.147041321
2.909294128,4.156135559,7.600273132
2.978279114,4.153579712,7.219581604
3.024269104,4.158691406,6.843994141
3.090698242,4.161247253,6.644706726
3.13924408,4.168907166,6.184806824
3.208229065,4.186798096,5.730010986
3.254219055,4.237892151,5.137252808
3.318092346,4.291549683,4.649246216
3.341087341,4.337539673,4.094818115
3.35131073,4.360534668,4.038604736
3.364082336,4.472953796,3.967063904
3.39730072,4.590484619,3.811210632
3.427963257,4.784667969,3.747337341
3.489280701,4.909858704,3.632362366
3.532714844,5.081047058,3.668128967
3.594032288,5.188354492,3.95173645
3.634918213,5.349319458,4.304321289
3.686012268,5.466850281,4.999282837
3.696235657,5.594596863,5.298217773
3.678352356,5.768341064,5.592041016
3.647689819,5.867980957,5.829658508
3.59147644,5.947189331,6.113265991
3.56337738,5.977851868,6.376426697
3.530158997,6.087715149,6.910423279
3.473953247,6.187362671,7.145484924
3.415184021,6.3176651,7.441864014
3.302764893,6.361099243,7.896652222
3.246551514,6.338104248,8.433204651
3.180122375,6.256347656,8.287567139
3.141799927,6.064720154,7.623268127
3.090698242,5.916526794,7.332000732
3.0651474,5.694244385,7.35243988
3.029380798,5.556274414,7.38054657
3.001274109,5.349319458,7.50062561
2.960395813,5.185798645,7.707580566
2.937400818,4.963516235,8.062728882
2.901626587,4.871536255,8.456199646
2.878631592,4.766777039,9.097503662
2.850532532,4.708015442,9.133277893
2.835197449,4.621147156,8.75769043
2.809646606,4.56237793,8.647827148
2.791763306,4.470397949,8.721916199
2.755996704,4.409080505,8.706588745
2.72277832,4.324768066,8.744911194
2.697227478,4.276222229,8.995307922
2.699783325,4.209793091,9.010635376
2.733001709,4.14591217,8.778129578
2.766212463,3.984947205,8.56350708
2.824981689,3.892967224,7.911987305
2.868415833,3.841873169,7.14037323
2.929733276,3.811210632,6.023841858
2.973167419,3.798431396,5.563941956
3.044708252,3.775436401,5.109146118
3.093254089,3.78565979,5.065711975
3.136688232,3.862312317,5.428527832
3.203117371,3.95173645,5.684020996
3.249107361,4.125473022,5.972740173
3.318092346,4.24811554,6.008506775
3.364082336,4.434631348,5.765785217
3.399856567,4.567489624,5.730010986
3.404968262,4.718231201,6.090270996
3.427963257,4.792327881,6.514396667
3.448402405,4.953292847,7.196586609
3.49949646,5.096374512,7.564506531
3.540382385,5.331436157,8.016738892
3.614471436,5.484733582,8.407653809
3.670684814,5.691688538,8.8777771
3.742225647,5.814331055,8.836891174
3.78565979,5.980407715,8.839447021
3.839317322,6.082603455,8.750022888
3.849533081,6.24356842,8.269683838
3.826538086,6.348327637,8.034622192
3.798431396,6.501625061,7.799560547
3.749893188,6.5859375,7.687141418
3.719230652,6.652366638,7.508293152
3.652801514,6.703468323,7.025398254
3.581260681,6.828666687,6.757125854
3.461174011,6.933418274,6.626815796
3.389633179,7.033065796,6.491401672
3.292541504,7.148040771,6.499069214
3.249107361,7.201690674,7.03817749
3.203117371,7.23235321,7.2604599
3.172462463,7.191474915,6.833770752
3.126472473,7.012626648,6.404533386
3.093254089,6.833770752,5.998291016
3.060035706,6.537391663,5.326324463
3.021713257,6.335548401,5.249671936
2.993606567,5.998291016,5.758117676
2.955284119,5.796447754,6.427528381
2.932289124,5.581825256,7.201690674
2.893966675,5.47706604,7.217025757
2.87097168,5.344207764,7.096939087
2.84286499,5.265007019,7.117378235
2.822425842,5.157691956,7.150596619
2.781547546,5.091262817,6.999847412
2.755996704,4.978843689,6.726463318
2.745773315,4.917526245,6.861877441
2.761100769,4.840873718,7.137817383
2.812202454,4.771888733,7.188919067
2.860748291,4.616035461,7.536399841
2.939956665,4.503616333,7.837890625
2.996162415,4.398857117,8.003967285
3.077926636,4.373306274,7.950309753
3.12902832,4.355422974,7.822555542
3.210784912,4.34009552,7.886436462
3.264442444,4.291549683,8.052513123
3.341087341,4.258331299,8.548179626
3.389633179,4.225120544,8.962089539
3.466285706,4.214897156,8.99785614
3.522491455,4.22000885,8.821563721
3.594032288,4.230232239,8.632492065
3.637466431,4.240447998,8.302902222
3.675796509,4.227676392,7.613052368
3.678352356,4.191902161,7.286010742
3.696235657,4.166351318,7.209358215
3.719230652,4.184242249,7.257904053
3.747337341,4.230232239,7.498077393
3.790771484,4.268554688,7.820007324
3.800987244,4.342651367,7.896652222
3.790771484,4.406524658,7.669258118
3.772888184,4.529167175,7.293670654
3.7396698,4.618591309,7.196586609
3.716674805,4.771888733,7.293670654
3.680908203,4.886863708,7.273231506
3.642578125,5.070823669,7.107162476
3.583816528,5.198577881,7.012626648
3.555709839,5.316101074,7.130157471
3.507164001,5.354431152,7.148040771
3.466285706,5.466850281,6.739242554
3.361526489,5.569046021,6.573165894
3.279769897,5.732566833,6.626815796
3.182678223,5.842437744,6.634483337
3.134132385,6.013618469,6.53994751
3.070259094,6.128593445,6.53994751
3.029380798,6.281890869,6.87210083
2.980834961,6.37387085,7.18636322
2.960395813,6.506736755,7.441864014
2.929733276,6.583381653,7.728027344
2.906738281,6.634483337,7.676925659
2.878631592,6.606376648,7.219581604
2.865859985,6.499069214,7.06627655
2.84286499,6.241012573,7.444419861
2.832641602,6.080047607,8.12915802
2.824981689,5.901199341,9.401550293
2.832641602,5.80921936,10.09140015
2.860748291,5.676361084,10.96009827
2.893966675,5.594596863,11.48642731
2.914405823,5.487289429,11.55541229
2.927177429,5.420860291,11.34334564
2.934844971,5.310997009,11.6831665
2.960395813,5.213905334,11.62950897
2.985946655,5.152587891,10.87322998
3.03704071,5.065711975,10.49764252
3.077926636,4.971176147,10.06073761
3.13924408,4.810211182,9.787353516
3.182678223,4.748893738,9.222702026
3.246551514,4.715682983,8.864997864
3.289993286,4.685020447,8.739807129
3.366638184,4.674797058,8.583946228
3.420295715,4.695236206,8.187927246
3.491836548,4.733566284,8.407653809
3.532714844,4.812767029,8.445976257
3.599143982,4.879196167,7.850662231
3.650245667,5.009506226,6.90020752
3.714118958,5.1065979,6.514396667
3.726898193,5.265007019,6.473518372
3.726898193,5.346763611,6.782676697
3.729446411,5.459182739,6.981964111
3.742225647,5.566497803,7.02028656
3.760108948,5.760673523,6.639595032
3.780548096,5.906311035,5.648254395
3.775436401,6.108154297,5.098930359
3.760108948,6.220573425,4.50617218
3.742225647,6.361099243,4.05393219
3.703903198,6.442855835,3.374305725
3.675796509,6.555282593,3.057487488
3.634918213,6.624267578,2.72277832
3.568481445,6.713691711,2.612915039
3.519943237,6.736686707,2.891410828
3.440734863,6.670257568,3.289993286
3.389633179,6.568054199,3.683456421
3.312988281,6.39176178,3.770332336
3.261886597,6.269119263,4.066711426
3.159683228,6.069831848,4.521499634
3.083030701,5.92930603,5.546051025
2.993606567,5.722351074,5.959960938
2.94506073,5.594596863,5.563941956
2.893966675,5.487289429,5.219017029
2.87097168,5.356987,5.454071045
2.840309143,5.275222778,5.658477783
2.822425842,5.150032043,5.47706604
2.794319153,5.040161133,5.372314453
2.776435852,4.891975403,5.658477783
2.753440857,4.84854126,6.276786804
2.740661621,4.840873718,7.551727295
2.727890015,4.840873718,7.945198059
2.720222473,4.810211182,7.90687561
2.720222473,4.761672974,8.124046326
2.738105774,4.644142151,8.59161377
2.784095764,4.564933777,8.854782104
2.814758301,4.475509644,8.8956604
2.84286499,4.429519653,9.516525269
2.850532532,4.383529663,10.18593597
2.878631592,4.342651367,11.2769165
2.904182434,4.230232239,11.94377136
2.952728271,4.14591217,11.96421051
2.993606567,4.056488037,11.73681641
3.039596558,4.033493042,11.89778137
3.121360779,4.033493042,12.01275635
3.172462463,4.048828125,11.86457062
3.249107361,4.056488037,11.61673737
3.297653198,4.033493042,11.50176239
3.364082336,3.949180603,11.60651398
3.404968262,3.895523071,11.67294312
3.4713974,3.836761475,11.4787674
3.522491455,3.800987244,11.33312988
3.601699829,3.724342346,11.40211487
3.655357361,3.660461426,11.99487305
3.714118958,3.637466431,12.4573288
3.724342346,3.696235657,12.06385803
3.732002258,3.747337341,11.48131561
3.747337341,3.754997253,10.85279083
3.798431396,3.724342346,10.66627502
3.854644775,3.663017273,10.58706665
3.946624756,3.611923218,10.37755585
4.005386353,3.532714844,9.508857727
4.07182312,3.479057312,8.46131134
4.092262268,3.430511475,7.45463562
4.084594727,3.39730072,6.532287598
4.05393219,3.295097351,6.036613464
3.992614746,3.238891602,5.280334473
3.946624756,3.223556519,4.733566284
3.875083923,3.261886597,4.135696411
3.823982239,3.361526489,3.931297302
3.737113953,3.448402405,3.507164001
3.670684814,3.596588135,3.167350769
3.54548645,3.706451416,3.049819946
3.473953247,3.872528076,3.284881592
3.415184021,3.97984314,3.637466431
3.341087341,4.122917175,3.749893188
3.302764893,4.191902161,3.974731445
3.249107361,4.268554688,4.230232239
3.218452454,4.352867126,4.631362915
3.177566528,4.544494629,4.825546265
3.152023315,4.685020447,5.231788635
3.113693237,4.889419556,5.676361084
3.088142395,5.032501221,5.977851868
3.052375793,5.262451172,5.898643494
3.031936646,5.413192749,5.655921936
2.998718262,5.546051025,5.535835266
2.985946655,5.709571838,5.548606873
2.970611572,5.781112671,5.650810242
2.952728271,5.798995972,5.916526794
2.909294128,5.801551819,5.975296021
2.876075745,5.878204346,6.230796814
2.858192444,5.972740173,6.532287598
2.865859985,6.110710144,6.575721741
2.901626587,6.174583435,6.573165894
2.937400818,6.187362671,6.736686707
2.993606567,6.12348175,7.035621643
3.031936646,6.018730164,7.211914063
3.095809937,6.000846863,7.536399841
3.136688232,5.977851868,7.812339783
3.200561523,5.865432739,8.052513123
3.241447449,5.574157715,8.290122986
3.295097351,5.390197754,8.737251282
3.333427429,5.170471191,8.898216248
3.394744873,5.068267822,9.217590332
3.435623169,4.971176147,9.544631958
3.473953247,4.922637939,9.756690979
3.512275696,4.853652954,9.651939392
3.514831543,4.80255127,9.585510254
3.525047302,4.72845459,9.669822693
3.540382385,4.690132141,9.644271851
3.578704834,4.636474609,9.539520264
3.624694824,4.559822083,9.383666992
3.696235657,4.426963806,9.215034485
3.734558105,4.378417969,8.92376709
3.800987244,4.342651367,8.921211243
3.836761475,4.278778076,9.386222839
3.852088928,4.240447998,9.644271851
3.836761475,4.197013855,9.726036072
3.795883179,4.17401886,9.677490234
3.767776489,4.153579712,9.398994446
3.726898193,4.151023865,9.480751038
3.701347351,4.14591217,9.593177795
3.650245667,4.133140564,9.202262878
3.59147644,4.130584717,8.001411438
3.481613159,4.133140564,7.278343201
3.407516479,4.140808105,7.160812378
3.318092346,4.143356323,7.053504944
3.269546509,4.135696411,6.401977539
3.215896606,4.110145569,5.155136108
3.192901611,4.0079422,4.6824646
3.159683228,3.956848145,4.365646362
3.13924408,3.97984314,4.156135559
3.106033325,4.030937195,3.765220642
3.083030701,4.102478027,3.509719849
3.049819946,4.125473022,3.341087341
3.029380798,4.110145569,3.624694824
3.011497498,4.089706421,4.268554688
2.980834961,4.105033875,4.521499634
2.96295166,4.156135559,4.733566284
2.942512512,4.263442993,4.779556274
2.932289124,4.347763062,4.470397949
2.924621582,4.495948792,4.184242249
2.91696167,4.605812073,4.621147156
2.904182434,4.771888733,5.359542847
2.909294128,4.884307861,6.082603455
2.939956665,4.973731995,6.389205933
2.965507507,5.052940369,6.851661682
3.01915741,5.119369507,7.010070801
3.062591553,5.25478363,7.153152466
3.12902832,5.359542847,7.314117432
3.172462463,5.512840271,7.533843994
3.238891602,5.592041016,7.653930664
3.284881592,5.707015991,8.139381409
3.353866577,5.781112671,8.494522095
3.399856567,5.870536804,8.604393005
3.468841553,5.906311035,8.645271301
3.512275696,5.888427734,8.744911194
3.571037292,5.816886902,8.944206238
3.606811523,5.663581848,9.194595337
3.629806519,5.548606873,9.685157776
3.609367371,5.382537842,10.05818176
3.535270691,5.252227783,10.91921997
3.479057312,5.037612915,11.78536224
3.402412415,4.937965393,12.71794128
3.358978271,4.868980408,12.46244049
3.307876587,4.856201172,11.61928558
3.279769897,4.851097107,11.49409485
3.251663208,4.845985413,11.71382141
3.205673218,4.835762024,11.87478638
3.169906616,4.812767029,12.13795471
3.113693237,4.759117126,12.28614044
3.075370789,4.72845459,12.38323212
3.01915741,4.695236206,12.50843048
2.985946655,4.677352905,12.26570129
2.932289124,4.644142151,11.74959564
2.901626587,4.626251221,11.52475739
2.868415833,4.600708008,11.94632721
2.840309143,4.490837097,12.67705536
2.804542542,4.403968811,12.92489624
2.768768311,4.334983826,13.06542206
2.699783325,4.317100525,13.13696289
2.658905029,4.304321289,13.73227692
2.618026733,4.299217224,14.43234253
2.60269165,4.29410553,14.62397003
2.587364197,4.301773071,14.66484833
2.58480835,4.301773071,15.47478485
2.579696655,4.283882141,15.96789551
2.57459259,4.273666382,16.27449799
2.566925049,4.296661377,16.53255463
2.561813354,4.393753052,16.55299377
2.554145813,4.480621338,16.09053802
2.551597595,4.610923767,15.54632568
2.561813354,4.669692993,15.37258148
2.577140808,4.761672974,15.34448242
2.615470886,4.856201172,14.99700165
2.648681641,5.037612915,15.23205566
2.707450867,5.167915344,15.59997559
2.730445862,5.341651917,15.17584991
2.743217468,5.454071045,14.22027588
2.758552551,5.630371094,13.88046265
2.778991699,5.745346069,14.03631592
2.819869995,5.924194336,14.58053589
2.860748291,6.0493927,15.46967316
2.937400818,6.210357666,15.54888153
2.985946655,6.297225952,14.62908173
3.052375793,6.399421692,13.83447266
3.095809937,6.407089233,12.96833038
3.167350769,6.294670105,12.4573288
3.210784912,6.15158844,11.27436066
3.274658203,5.970184326,10.29068756
3.323204041,5.709571838,9.457756042
3.394744873,5.558830261,9.442428589
3.435623169,5.367202759,9.278907776
3.504608154,5.259895325,9.143493652
3.540382385,5.11681366,9.67237854
3.558265686,5.032501221,10.23703766
3.553153992,4.937965393,10.69438171
3.530158997,4.891975403,10.7633667
3.507164001,4.871536255,10.91410828
3.484169006,4.840873718,11.74959564
3.463729858,4.736122131,12.74349213
3.433067322,4.674797058,14.23305511
3.412628174,4.60836792,14.46044922
3.369194031,4.58026123,13.94178772
3.338531494,4.531723022,13.74504852
3.295097351,4.483177185,13.54831696
3.264442444,4.401412964,13.22127533
3.215896606,4.355422974,12.86357117
3.187789917,4.286437988,12.9172287
3.15712738,4.245559692,12.86101532
3.103477478,4.194458008,12.74093628
3.0651474,4.17401886,12.61318207
2.980834961,4.079483032,12.45477295
2.911849976,3.990058899,11.9335556
2.830085754,3.918518066,11.51197815
2.784095764,3.903190613,10.95243073
2.727890015,3.898078918,10.50019836
2.699783325,3.903190613,10.03774261
2.661460876,3.913406372,9.991752625
2.633354187,3.949180603,10.16038513
2.592475891,3.984947205,10.40821838
2.572036743,4.033493042,10.39289093
2.533706665,4.066711426,9.889556885
2.513267517,4.140808105,9.217590332
2.492828369,4.176574707,9.301902771
2.485160828,4.202125549,9.618721008
2.474945068,4.253227234,9.55229187
2.469833374,4.39630127,9.577842712
2.469833374,4.518943787,9.851226807
2.467277527,4.759117126,10.27024841
2.457061768,4.960960388,11.04696655
2.462165833,5.285446167,11.37145233
2.492828369,5.479621887,11.53752899
2.523490906,5.737678528,11.55541229
2.57459259,5.893531799,11.91056061
2.612915039,6.10559845,12.53142548
2.679344177,6.202690125,13.32858276
2.720222473,6.304885864,13.49977112
2.786651611,6.371322632,13.45633698
2.830085754,6.417312622,13.68884277
2.873527527,6.39176178,14.48855591
2.942512512,6.253791809,14.54220581
2.988502502,6.100486755,14.24072266
3.0651474,5.83732605,13.83958435
3.116249084,5.684020996,11.82879639
3.190345764,5.489845276,10.56918335
3.223556519,5.364646912,9.89466095
3.246551514,5.165359497,9.582954407
3.261886597,5.022277832,8.806236267
3.302764893,4.874092102,8.318229675
3.343643188,4.817878723,8.157264709
3.420295715,4.766777039,8.285011292
3.4713974,4.685020447,8.466423035
3.537826538,4.628807068,8.665710449
3.576148987,4.56237793,9.066841125
3.629806519,4.529167175,9.452651978
3.652801514,4.501060486,10.04029846
3.640022278,4.503616333,10.22425842
3.611923218,4.495948792,10.28302765
3.568481445,4.447402954,10.2983551
3.537826538,4.370758057,10.22681427
3.489280701,4.352867126,9.733695984
3.445846558,4.350311279,9.667266846
3.35131073,4.360534668,10.5896225
3.269546509,4.380973816,10.78636169
3.162239075,4.383529663,9.830787659
3.108581543,4.373306274,9.355560303
3.039596558,4.378417969,9.324897766
3.001274109,4.393753052,9.064292908
2.952728271,4.38608551,8.550735474
2.927177429,4.322212219,8.604393005
2.901626587,4.278778076,8.714256287
2.850532532,4.250671387,8.898216248
2.812202454,4.253227234,9.547187805
2.766212463,4.299217224,9.815460205
2.743217468,4.345207214,9.406661987
2.710006714,4.383529663,9.266136169
2.694671631,4.380973816,10.36222839
2.671676636,4.355422974,11.15683746
2.653793335,4.345207214,11.20282745
2.633354187,4.309432983,10.73781586
2.610359192,4.276222229,10.14250183
2.559257507,4.276222229,10.10928345
2.531150818,4.332427979,10.42865753
2.515823364,4.39630127,10.47975922
2.518379211,4.516387939,10.01730347
2.549041748,4.623703003,9.715812683
2.582252502,4.833206177,9.416877747
2.635910034,4.981399536,9.204811096
2.67678833,5.175582886,9.276351929
2.738105774,5.275222778,9.457756042
2.778991699,5.349319458,9.682601929
2.837753296,5.392753601,9.879333496
2.876075745,5.528167725,9.800132751
2.929733276,5.661026001,9.922767639
2.970611572,5.885871887,10.28302765
3.042152405,6.036613464,11.36379242
3.090698242,6.235900879,12.15072632
3.141799927,6.343215942,12.4752121
3.154571533,6.460746765,12.33724213
3.180122375,6.506736755,12.25548553
3.205673218,6.506736755,12.21460724
3.261886597,6.381538391,12.22737885
3.315536499,6.059608459,12.30147552
3.39730072,5.893531799,12.10984802
3.450958252,5.753005981,11.81858063
3.525047302,5.673805237,11.90544891
3.555709839,5.553718567,12.23249054
